Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry
PSTX,Poseida Therapeuticsnc.,$4.83 ,415135530,583861,Health Care, Medicinal Chemicals and Botanical Products 
PSX,Phillips 66,$103.08 ,48718928516,3627009,Energy,Integrated oil Companies
PT,Pintec Technology Holdings Limited,$0.46 ,3965828,92316,Technology,Computer Software: Programming Data Processing
PTA,Cohen & Steers Tax-Advantaged Preferred Securities andncome Fund of Beneficialnterest,$18.39 ,1016478874,195815,Finance,Trusts Except Educational Religious and Charitable
PTC,PTCnc.,$121.26 ,14244650961,456015,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeuticsnc.,$39.68 ,2895740613,597517,Health Care,Biotechnology: Pharmaceutical Preparations
PTE,PolarityTEnc.,$0.71 ,5113940,60559,Health Care, Medicinal Chemicals and Botanical Products 
PTEN,Patterson-UTI Energync.,$16.13 ,3497334505,2109806,Energy,Oil & Gas Production
PTGX,Protagonist Therapeuticsnc.,$7.68 ,377843796,525509,Health Care,Biotechnology: Pharmaceutical Preparations
PTIX,Protagenic Therapeuticsnc.,$0.52 ,8988336,33584,Health Care,Biotechnology: Pharmaceutical Preparations
PTLO,Portillo'snc. Class A,$17.87 ,863169213,1127506,Consumer Discretionary,Restaurants
PTMN,Portman Ridge Finance Corporation,$22.13 ,212597200,12235,Finance,Finance/Investors Services
PTN,Palatin Technologiesnc.,$3.48 ,36031662,32067,Health Care,Biotechnology: Pharmaceutical Preparations
PTON,Pelotonnteractivenc. Class A,$12.46 ,4237071856,12636434,Consumer Discretionary,Other Consumer Services
PTPI,Petros Pharmaceuticalsnc.,$3.20 ,6626566,5962,Health Care,Biotechnology: Pharmaceutical Preparations
PTRA,Proterranc.,$5.01 ,1129999268,1509059,Consumer Discretionary,Auto Manufacturing
PTRS,Partners Bancorp,$8.84 ,158774234,2369,Finance,Major Banks
PTSI,P.A.M. Transportation Servicesnc.,$27.18 ,603044372,30937,Industrials,Trucking Freight/Courier Services
PTVE,Pactiv Evergreennc.,$12.11 ,2153195081,167453,Consumer Discretionary,Containers/Packaging
PTY,Pimco Corporate &ncome Opportunity Fund,$13.02 ,1581513360,381111,Finance,Investment Managers
PUBM,PubMaticnc. Class A,$14.52 ,694440838,457639,Technology,Computer Software: Prepackaged Software
PUCK,Goal Acquisitions Corp.,$9.97 ,330617663,1017,Industrials,Consumer Electronics/Appliances
PUK,Prudential Public Limited Company,$26.26 ,36098504059,811913,Finance,Lifensurance
PULM,Pulmatrixnc.,$3.67 ,13355809,23949,Health Care,Biotechnology: Pharmaceutical Preparations
PUMP,ProPetro Holding Corp.,$9.84 ,1127212196,1193440,Energy,Oilfield Services/Equipment
PUYI,Puyinc. American Depository Shares,$7.05 ,425218466,202,Finance,Investment Managers
PV,Primavera Capital Acquisition Corporation,$9.58 ,514839000,41920,Finance,Business Services
PVBC,Provident Bancorpnc. (MD),$6.29 ,111449503,151633,Finance,Major Banks
PVH,PVH Corp.,$71.63 ,5111497460,1455518,,
PVL,Permianville Royalty Trust Trust Units ,$3.24 ,106920000,214131,Energy,Oil & Gas Production
PW,Power REIT (MD),$4.52 ,15321268,61251,Real Estate,Real Estatenvestment Trusts
PWFL,PowerFleetnc.,$2.36 ,85363411,13428,Telecommunications,Telecommunications Equipment
PWOD,Penns Woods Bancorpnc.,$26.23 ,185084100,5075,Finance,Major Banks
PWP,Perella Weinberg Partners Class A,$9.43 ,928860479,402476,Finance,Investment Bankers/Brokers/Service
PWR,Quanta Servicesnc.,$149.59 ,21376583926,475842,Industrials,Engineering & Construction
PWSC,PowerSchool Holdingsnc. Class A,$19.92 ,3972482236,224904,Technology,Computer Software: Prepackaged Software
PWUP,PowerUp Acquisition Corp.,$10.26 ,368718750,102730,Finance,Business Services
PX,P10nc. Class A,$10.24 ,1198629458,171672,Finance,Investment Managers
PXD,Pioneer Natural Resources Company,$226.14 ,53730577481,2528368,Energy,Oil & Gas Production
PXLW,Pixelworksnc. ,$1.41 ,77347015,129652,Technology,Semiconductors
PXMD,PaxMedicanc.,$2.24 ,26831726,569258,Health Care, Medicinal Chemicals and Botanical Products 
PXS,Pyxis Tankersnc.,$5.78 ,124616135,614445,Consumer Discretionary,Marine Transportation
PYCR,Paycor HCMnc.,$25.46 ,4477293607,1021367,Technology,Computer Software: Prepackaged Software
PYN,PIMCO New York Municipalncome FundII of Beneficialnterest,$8.47 ,48648411,10589,Finance,Investment Managers
PYPD,PolyPid Ltd. Ordinary Shares,$0.80 ,15724486,10787,Health Care,Medical/Dentalnstruments
PYPL,PayPal Holdingsnc.,$72.23 ,82344203082,14692566,Consumer Discretionary,Business Services
PYR,PyroGenesis Canadanc.,$0.75 ,129999110,27003,,
PYXS,Pyxis Oncologync.,$1.26 ,44222543,331699,Health Care,Biotechnology: Pharmaceutical Preparations
PZC,PIMCO California Municipalncome FundII of Beneficialnterest,$8.61 ,193312805,108422,Finance,Investment Managers
PZG,Paramount Gold Nevada Corp.,$0.36 ,16895656,117844,Basic Materials,Precious Metals
PZZA,Papa John'snternationalnc.,$80.57 ,2846389287,344883,Consumer Discretionary,Restaurants
QBTS,D-Wave Quantumnc.,$2.41 ,268729448,237075,Technology,Retail: Computer Software & Peripheral Equipment
QCOM,QUALCOMMncorporated,$119.78 ,1.34273E+11,5968032,Technology,Computer peripheral equipment
QCRH,QCR Holdingsnc.,$50.29 ,849117432,41661,Finance,Major Banks
QD,Qudiannc. each representing one Class A Ordinary Share,$0.80 ,202282812,949265,Technology,Computer Software: Prepackaged Software
QDEL,QuidelOrtho Corporation,$92.19 ,6088721554,466335,Health Care,Medical/Dentalnstruments
QFIN,360 DigiTechnc.,$17.71 ,2767388526,3075663,Finance,Finance: Consumer Services
QFTA,Quantum FinTech Acquisition Corporation,$9.93 ,249801563,2470,Industrials,Consumer Electronics/Appliances
QGEN,Qiagen N.V. ,$48.70 ,11088990000,810184,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QH,Quhuo Limited American Depository Shares,$1.43 ,8819698,283714,Consumer Discretionary,Business Services
QIPT,Quipt Home Medical Corp.,$4.32 ,152234688,8514,,
QLGN,Qualigen Therapeuticsnc.,$1.61 ,6779739,10776,Health Care,Biotechnology: Commercial Physical & Biological Resarch
QLI,Qiliannternational Holding Group Ltd. Ordinary Shares,$1.19 ,42542500,352,Health Care,Biotechnology: Pharmaceutical Preparations
QLYS,Qualysnc.,$116.22 ,4414968730,438013,Technology,EDP Services
QMCO,Quantum Corporation,$1.16 ,120454402,113589,Technology,Electronic Components
QNCX,Quince Therapeuticsnc.,$0.72 ,26151115,183606,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QNRX,Quoin Pharmaceuticals Ltd.,$1.67 ,8093829,265320,Health Care,Medical/Dentalnstruments
QNST,QuinStreetnc.,$13.82 ,741309609,288737,Consumer Discretionary,Advertising
QOMO,Qomolangma Acquisition Corp.,$10.05 ,66205611,8,Industrials,Consumer Electronics/Appliances
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficialnterest,$21.64 ,1017498539,122222,Finance,Finance Companies
QRHC,Quest Resource Holding Corporation,$6.82 ,134732585,31328,Consumer Discretionary,Building Products
QRTEA,Qurate Retailnc. Series A,$2.16 ,825577142,5680026,Consumer Discretionary,Catalog/Specialty Distribution
QRTEB,Qurate Retailnc. Series B,$6.77 ,2587572803,12270,Consumer Discretionary,Catalog/Specialty Distribution
QRVO,Qorvonc.,$95.70 ,9702972566,1024051,Industrials,Industrial Machinery/Components
QS,QuantumScape Corporation Class A,$6.90 ,3008105701,5215329,Consumer Discretionary,Auto Parts:O.E.M.
QSI,Quantum-Sincorporated Class A,$2.30 ,321583689,475595,Health Care,Biotechnology: Pharmaceutical Preparations
QSR,Restaurant Brandsnternationalnc.,$65.50 ,20036752610,1166889,,
QTEK,QualTek Servicesnc. Class A,$0.77 ,21410357,28215,Consumer Discretionary,Telecommunications Equipment
QTNT,Quotient Limited Ordinary Shares,$0.68 ,2398031,109331,Health Care,Biotechnology: Pharmaceutical Preparations
QTRX,Quanterix Corporation,$13.00 ,481711165,221366,Health Care,Industrial Specialties
QTT,Qutoutiaonc.,$0.59 ,16968484,182909,Technology,Computer Software: Prepackaged Software
QTWO,Q2 Holdingsnc.,$25.10 ,1443676399,704329,Technology,EDP Services
QUAD,Quad Graphicsnc Class A,$3.49 ,189104435,231553,Consumer Discretionary,Recreational Games/Products/Toys
QUBT,Quantum Computingnc.,$1.98 ,105537574,234193,Technology,Computer Manufacturing
QUIK,QuickLogic Corporation,$5.80 ,76052732,57444,Technology,Semiconductors
QUMU,Qumu Corporation,$0.48 ,8637654,20043,Technology,Retail: Computer Software & Peripheral Equipment
QUOT,Quotient Technologync.,$3.09 ,298801622,646694,Consumer Discretionary,Advertising
QURE,uniQure N.V. Ordinary Shares,$24.24 ,1134798242,633707,Health Care,Biotechnology: Pharmaceutical Preparations
R,Ryder Systemnc.,$85.88 ,4315563781,401251,Consumer Discretionary,Rental/Leasing Companies
RA,Brookfield Real Assetsncome Fundnc.,$17.80 ,958762895,112147,Finance,Investment Managers
RAAS,Cloopen Group Holding Limited each representing two,$0.80 ,131200273,64063,Technology,Computer Software: Prepackaged Software
RACE,Ferrari N.V.,$221.10 ,40332357354,301270,Consumer Discretionary,Auto Manufacturing
RACY,Relativity Acquisition Corp. Class A,$10.23 ,190508175,16204,Industrials,Consumer Electronics/Appliances
RAD,Rite Aid Corporation,$4.71 ,266281965,1931617,Consumer Staples,Retail-Drug Stores and Proprietary Stores
RADI,Radius Globalnfrastructurenc. Class A,$12.10 ,1152931112,906964,Consumer Discretionary,Telecommunications Equipment
RAIL,FreightCar Americanc.,$3.65 ,62865067,36187,Industrials,Railroads
RAIN,Rain Therapeuticsnc.,$6.79 ,238608449,170514,Health Care,Biotechnology: Pharmaceutical Preparations
RAM,Aries Acquisition Corporation Class A Ordinary Share,$10.20 ,60076042,23487,Finance,Business Services
RAMP,LiveRamp Holdingsnc.,$21.51 ,1429906439,386220,Technology,EDP Services
RAND,Rand Capital Corporation,$14.50 ,37425063,4075,Finance,Finance/Investors Services
RANI,Rani Therapeutics Holdingsnc. Class A,$7.55 ,381601454,68222,Health Care, Medicinal Chemicals and Botanical Products 
RAPT,RAPT Therapeuticsnc.,$16.28 ,552948686,471815,Health Care,Biotechnology: Pharmaceutical Preparations
RARE,Ultragenyx Pharmaceuticalnc.,$39.22 ,2749543750,600353,Health Care,Biotechnology: Pharmaceutical Preparations
RAVE,Rave Restaurant Groupnc.,$1.63 ,26732879,41206,Consumer Discretionary,Restaurants
RBA,Ritchie Bros. Auctioneersncorporated,$54.64 ,6058055861,1015099,,
RBB,RBB Bancorp,$22.05 ,419398299,82926,Finance,Commercial Banks
RBBN,Ribbon Communicationsnc.,$2.43 ,408539067,658829,Technology,EDP Services
RBC,RBC Bearingsncorporated,$219.87 ,6380043865,133073,Industrials,Metal Fabrications
RBCAA,Republic Bancorpnc. Class A,$43.80 ,864911373,13398,Finance,Major Banks
RBCN,Rubicon Technologync.,$1.76 ,4334685,7476,Technology,Semiconductors
RBKB,Rhinebeck Bancorpnc.,$9.33 ,105284991,1563,Finance,Major Banks
RBLX,Roblox Corporation Class A,$30.65 ,18415013189,10188277,Technology,EDP Services
RBOT,Vicarious Surgicalnc. Class A,$2.81 ,343859203,764313,Health Care,Medical Specialities
RBT,Rubicon Technologiesnc. Class A,$2.40 ,119314174,283457,Technology,EDP Services
RC,Ready Capital Corproation,$12.74 ,1407933964,758754,Real Estate,Real Estatenvestment Trusts
RCAC,Revelstone Capital Acquisition Corp. Class A,$9.98 ,205837500,7527,Industrials,Consumer Electronics/Appliances
RCACU,Revelstone Capital Acquisition Corp. Unit,$9.99 ,206043750,300,Industrials,Consumer Electronics/Appliances
RCAT,Red Cat Holdingsnc.,$1.14 ,61703918,132346,Industrials,Wholesale Distributors
RCEL,Avita Medicalnc.,$6.31 ,157944992,69668,Health Care,Medical Specialities
RCG,RENN Fundnc,$2.01 ,14101728,2589,Finance,Investment Managers
RCI,Rogers Communicationnc.,$45.81 ,23130628818,301475,,
RCII,Rent-A-Centernc.,$23.65 ,1316596635,709761,Consumer Discretionary,Diversified Commercial Services
RCKT,Rocket Pharmaceuticalsnc.,$19.21 ,1512384474,847796,Health Care,Biotechnology: Pharmaceutical Preparations
RCKY,Rocky Brandsnc.,$26.79 ,196274551,34165,Consumer Discretionary,Shoe Manufacturing
RCL,D/B/A Royal Caribbean Cruises Ltd.,$57.63 ,14706139524,4813868,,
RCLF,Rosecliff Acquisition Corp Class A,$10.01 ,316566250,626882,Industrials,Consumer Electronics/Appliances
RCM,R1 RCMnc.,$9.62 ,4006834454,6398795,Consumer Discretionary,Other Consumer Services
RCMT,RCM Technologiesnc.,$14.04 ,138178367,107433,Industrials,Consumer Electronics/Appliances
RCON,Recon Technology Ltd.,$0.88 ,6333450,93362,Energy,Oilfield Services/Equipment
RCRT,Recruiter.com Groupnc.,$0.41 ,6673883,26744,Technology,Interactive Media
RCS,PIMCO Strategicncome Fundnc.,$5.33 ,239199740,137424,Finance,Investment Managers
RCUS,Arcus Biosciencesnc.,$31.84 ,2305461359,1069922,Health Care,Biotechnology: Pharmaceutical Preparations
RDCM,Radcom Ltd. Ordinary Shares,$10.35 ,149927927,10228,Technology,Computer peripheral equipment
RDFN,Redfin Corporation,$5.00 ,543743590,2854212,Finance,Real Estate
RDHL,Redhill Biopharma Ltd.,$0.24 ,15324013,4912723,Health Care,Biotechnology: Pharmaceutical Preparations
RDI,Readingnternationalnc Class A,$3.02 ,66572348,54142,Consumer Discretionary,Movies/Entertainment
RDIB,Readingnternationalnc Class B,$20.07 ,442419548,1225,Consumer Discretionary,Movies/Entertainment
RDN,Radian Groupnc.,$18.20 ,2857862844,1636223,Finance,Property-Casualtynsurers
RDNT,RadNetnc.,$20.73 ,1189090421,269400,Health Care,Medical Specialities
RDVT,Red Violetnc.,$23.95 ,332756582,30103,Technology,Computer Software: Prepackaged Software
RDW,Redwire Corporation,$1.98 ,126428326,174025,Industrials,Aerospace
RDWR,Radware Ltd. Ordinary Shares,$20.32 ,911164426,223871,Technology,EDP Services
RDY,Dr. Reddy's Laboratories Ltd,$53.24 ,8839535268,213628,Health Care,Biotechnology: Pharmaceutical Preparations
RE,Everest Re Group Ltd.,$336.76 ,13189216850,281125,Finance,Property-Casualtynsurers
REAL,The RealRealnc.,$1.52 ,149059986,3036632,Consumer Discretionary,Consumer Specialties
REAX,The Real Brokeragenc.,$1.24 ,221340000,27956,,
REBN,Reborn Coffeenc.,$1.02 ,13380602,338182,Consumer Discretionary,Restaurants
REE,REE Automotive Ltd.,$0.53 ,129212184,1081886,Consumer Discretionary,Auto Manufacturing
REED,Reedsnc.,$0.10 ,11587986,2507682,Consumer Staples,Beverages (Production/Distribution)
REFI,Chicago Atlantic Real Estate Financenc.,$15.88 ,280407658,21207,Real Estate,Real Estatenvestment Trusts
REFR,Research Frontiersncorporated,$2.24 ,74256887,13046,Technology,Industrial Machinery/Components
REG,Regency Centers Corporation,$65.39 ,11189714661,911473,Real Estate,Real Estatenvestment Trusts
REGN,Regeneron Pharmaceuticalsnc.,$747.47 ,81400929354,501985,Health Care,Biotechnology: Pharmaceutical Preparations
REI,Ring Energync.,$2.37 ,413354859,2570222,Energy,Oil & Gas Production
REKR,Rekor Systemsnc.,$0.78 ,42135656,233578,Technology,EDP Services
RELI,Reliance Global Groupnc.,$0.64 ,11621662,64663,Finance,Specialtynsurers
RELL,Richardson Electronics Ltd.,$25.55 ,355172977,93689,Technology,Electronic Components
RELX,RELX PLC PLC (Each representing One Ordinary Share),$28.32 ,54235832789,608663,Consumer Discretionary,Publishing
RELY,Remitly Globalnc.,$10.01 ,1708344668,321615,Technology,Computer Software: Prepackaged Software
RENE,Cartesian Growth CorporationI,$10.20 ,293250000,5175,Finance,Business Services
RENN,Renrennc. each representing fifteen,$32.47 ,809098273,109687,Technology,EDP Services
RENT,Rent the Runwaync. Class A,$1.35 ,87349975,760527,Consumer Discretionary,Department/Specialty Retail Stores
REPL,Replimune Groupnc.,$18.89 ,939577398,427477,Health Care,Biotechnology: Pharmaceutical Preparations
REPX,Riley Exploration Permiannc.,$27.57 ,555817541,66705,Energy,Oil & Gas Production
RERE,ATRenewnc. (every three of which representing two),$2.22 ,507720107,175643,Consumer Discretionary,Other Specialty Stores
RES,RPCnc.,$8.42 ,1824034199,799854,Energy,Oilfield Services/Equipment
RETA,Reata Pharmaceuticalsnc. Class A,$37.66 ,1380000047,397053,Health Care,Biotechnology: Pharmaceutical Preparations
RETO,ReTo Eco-Solutionsnc.,$0.48 ,20476353,124382,Consumer Discretionary,Multi-Sector Companies
REUN,Reunion Neurosciencenc.,$1.29 ,15020886,3465,Health Care,Pharmaceuticals and Biotechnology
REVB,Revelation Biosciencesnc.,$0.21 ,4883735,118879,Health Care,Biotechnology: Pharmaceutical Preparations
REVE,Alpine Acquisition Corporation,$10.30 ,139565000,103,Industrials,Consumer Electronics/Appliances
REVG,REV Groupnc.,$13.70 ,812732416,233118,Industrials,Industrial Machinery/Components
REX,REX American Resources Corporation,$29.90 ,519975023,218602,Industrials,Major Chemicals
REXR,Rexfordndustrial Realtync.,$53.44 ,9805826000,1037961,Real Estate,Real Estatenvestment Trusts
REYN,Reynolds Consumer Productsnc.,$31.59 ,6629561366,453912,Industrials,Office Equipment/Supplies/Services
REZI,Resideo Technologiesnc.,$15.56 ,2269330446,595198,Technology,Security Systems Services
RF,Regions Financial Corporation,$21.60 ,20184025090,10502797,Finance,Major Banks
RFAC,RF Acquisition Corp. Class A,$10.00 ,145750000,1100,Industrials,Consumer Electronics/Appliances
RFI,Cohen & Steers Total Return Realty Fundnc.,$12.71 ,334884275,58349,Finance,Investment Managers
RFIL,RFndustries Ltd.,$5.13 ,52101260,4274,Technology,Electrical Products
RFL,Rafael Holdingsnc. Class B,$1.91 ,46742769,34721,Real Estate,Real Estate
RFM,RiverNorth Flexible Municipalncome Fundnc.,$16.30 ,99669594,28547,Finance,Finance/Investors Services
RFMZ,RiverNorth Flexible Municipalncome FundInc.,$13.90 ,338489408,87246,Finance,Trusts Except Educational Religious and Charitable
RFP,Resolute Forest Productsnc.,$20.98 ,1611511795,405794,Basic Materials,Paper
RGA,Reinsurance Group of Americancorporated,$146.06 ,9762066014,794229,Finance,Lifensurance
RGC,Regencell Bioscience Holdings Limited Ordinary Shares,$30.13 ,392077653,525,Health Care, Medicinal Chemicals and Botanical Products 
RGCO,RGC Resourcesnc.,$22.90 ,225157609,10607,Utilities,Oil & Gas Production
RGEN,Repligen Corporation,$169.13 ,9390848368,588785,Health Care,Medical/Dentalnstruments
RGF,The Real Good Food Companync. Class A,$7.39 ,190274513,7848,Consumer Discretionary,Food Distributors
RGLD,Royal Goldnc.,$110.67 ,7264789386,388389,Industrials,Consumer Electronics/Appliances
RGLS,Regulus Therapeuticsnc.,$1.52 ,25597197,96983,Health Care,Biotechnology: Pharmaceutical Preparations
RGNX,REGENXBIOnc.,$22.52 ,974972570,313529,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
